Part_Number,Supplier,Description,Supplier_Location_Code,Added,Last_Modification,,,,,
DLBTP000-000005,VISHAY,MAG-IND 4.7UH,20%,17A,,80004877,default,,,
DLBTP000-000007,MURATA MANUFACTURING CO LTD,MAG-FER 1K,25%,200MA,6,80004846,default,,,
DTA114YCAHZG-E,ROHM CO LTD,PNP 100MA 50V DIGITAL,80004918,default,,,,,,
DTA114YCAHZG-E,ROHM CO LTD,PNP 100MA 50V DIGITAL,80004918,default,,,,,,
DTBTP000-000001,ALLIANCE ELECTRONICS DISTRIBUTOR, INC.,RES-THRM NTC,10K,100.0MW,80004846,default,,,
DTBTP000-000001,MURATA MANUFACTURING CO LTD,RES-THRM NTC,10K,100.0MW,80004846,default,,,,
DTC114YCAHZG-E,ROHM CO LTD,NPN 100MA 50V DIGITAL,80004918,default,,,,,,
DTC114YCAHZG-E,ROHM CO LTD,NPN 100MA 50V DIGITAL,80004918,default,,,,,,
E5TF-14A652-FA,NIHON DEMPA KOGYO,INSULATOR-(CRYSTAL STAND,80004848,default,,,,,,
E5TF-14B071-BB,A RAYMOND E COMPAGNIE,HEATSINK CLIP,80000033,default,,,,,,
ESR10EZPF1001,ROHM CO LTD,RES 1K 1% 0.4W 0805 ANTI,80004918,default,,,,,,
ESR10EZPF1001,ROHM CO LTD,RES 1K 1% 0.4W 0805 ANTI,80004918,default,,,,,,
F2OB-14A624-AA,MOLEX,CONNECTOR,80004914,default,,,,,,
F3LF-14B073-AA,HENKEL,INSULATOR - TORROID,80004875,default,,,,,,
F3RF-18B908-AA,TDK CORPORATION,VNR - INDUCTOR (A-LINE C,80004888,default,,,,,,
F3XF-14A650-AA,MURATA MANUFACTURING CO LTD,CRYSTAL ASSY 8.,80004846,default,,,,,,
F4DF-14A650-DA,DAISHINKU CORPORATION,RESON, XTAL, 4.1943 MHZ,,80004878,default,,,
F4LF-14A638-AA,LIGHT METALS,HEATSINK SERVICE,80017128,default,,,,,,
F4RF-19A485-AA,MOLEX,CONNECTOR - 6 PIN (MOLEX,80004914,default,,,,,,
F4SF-14A650-AA,MURATA MANUFACTURING CO LTD,CERAMIC RESONATOR,80004846,default,,,,,,
F57B-14A624-EA,TE CONNECTIVITY LTD,SLEEVE ASY-WIRING CONNEC,80004938,default,,,,,,
F58B-14A624-FA,TE CONNECTIVITY LTD,ELEC,CONX,,80004938,default,,,,
F58F-14A650-CA,MURATA MANUFACTURING CO LTD,RESON,RCERM,8MHZ,CSTCS M,80004846,default,,,
F5DB-14A624-AA,TE CONNECTIVITY LTD,CONN-RAP/DATC/DEATC/GEM,80004938,default,,,,,,
F5LF-14A643-BA,FULTON INDUSTRIES,TERMINAL (HORIZONTAL),80023496,default,,,,,,
F5QA806M0M2QEU,TAIYO YUDEN,SAW SINGLE FILTER FOR BA,80034477,default,,,,,,
F5QA876M5M2QPU,TAIYO YUDEN,SAW SINGLE FILTER FOR BA,80034477,default,,,,,,
F5QA942M5M2AWU,TAIYO YUDEN,SAW SINGLE FILTER FOR BA,80034477,default,,,,,,
F5RF-14A651-AA,COILCRAFT,IND,35-40N,TUNER,80027755,default,,,,
F65F-10B975-AC,INSTRUMENT SALES AND SERVICE ISS,BOBBIN ASY- I/C IND AZUL,80007203,default,,,,,,
F6DF-12A664-AA,TE CONNECTIVITY LTD,ELEC,CONX,,80004938,default,,,,
F6FC2G600H4PAU,TAIYO YUDEN,BAND 41 TX/TX FILTER FOR,80034477,default,,,,,,
F6HG2G441EG65UZ,TAIYO YUDEN,FILTER BANDPASS FBAR 2.4,80034477,default,,,,,,
F6HH2G350EH71U,TAIYO YUDEN,SAW SINGLE FILTER FOR BA,80034477,default,,,,,,
F6QA2G350M2QAU,TAIYO YUDEN,BAND 40 RX FILTER 1109,80034477,default,,,,,,
F6QA2G655M2QHU,TAIYO YUDEN,SAW SINGLE FILTER FOR BA,80034477,default,,,,,,
F6VF-18B925-AA,MURATA MANUFACTURING CO LTD,FILTER C. (TUNER LOW COS,80004846,default,,,,,,
F6VF-18B925-CA,MURATA MANUFACTURING CO LTD,CERAMIC FILTER (TUNER LO,80004846,default,,,,,,
F6VF-18B925-EA,MURATA MANUFACTURING CO LTD,FILTER-RADIO RECVR CERAM,80004846,default,,,,,,
F6VF-18B925-FA,MURATA MANUFACTURING CO LTD,FIL.CER.F101,F102 T,80004846,default,,,,,
F6VF-18B925-GA,MURATA MANUFACTURING CO LTD,CERAMIC FILTER (TUNER),80004846,default,,,,,,
F7CF-14A647-AA,TDK CORPORATION,INDUCTOR CHIPS CT 120 S,80004888,default,,,,,,
F7UF-13B765-AA,NORTHERN STAMPINGS, INC.,SOCKET & BULB ASY- INST,80029842,default,,,,,
F7XF-17A320-AA,MONROE LLC,POINTER STOP,80002112,default,,,,,,
F81B-14A624-BA,TE CONNECTIVITY LTD,CONN HEADERS,16,VERTICAL,80016666,default,,,,
F85F-18B968-CA,IMPRENTA OCHOA SA DE CV,CLUSTER ID LABEL (BAR CO,80012639,default,,,,,,
F87F-14A615-LD,VIASYSTEMS INC,BD - PRT WIR MULTI,80016645,default,,,,,,
F87F-14A624-AA,MOLD-A-MATIC CORP. MAMCO,CONNECTOR,80017020,default,,,,,,
F87F-14A638-BB,FORJASUL ELETRIK,HEAT SINK,80005139,default,,,,,,
F87F-14A652-AA,HENKEL,SIL PAD,80004875,default,,,,,,
F8AF-18D422-AA,SUNNINGDALE TECH LTD,BEZEL ASSEMBLY 58 MM.(GR,80012087,default,,,,,,
F8FF-10841-AC,KEY PLASTICS LLC,98 HONDA HOUSING LCD,80004997,default,,,,,,
F8FF-10841-BC,KEY PLASTICS LLC,HOUSING-INSTR.CLSTR.(ACC,80004997,default,,,,,,
F8FF-10894-AF,KEY PLASTICS LLC,MASK-I/C,80004997,default,,,,,,
F8FF-10D912-DB,MONROE LLC,POINTER ASY I/C F/T-MAZD,80002112,default,,,,,,
F8FF-10D996-AA,ALPS ELECTRIC,SWITCH,80002172,default,,,,,,
F8RP-14A604-BA,ROHM CO LTD,DIO,LED,PURE GREEN,T1-3/,80004918,default,,,
F8RP-18B916-AA,ROHM CO LTD,DIO,LED,PURE GREEN,T1,80004918,default,,,
F8RP-18B955-AC,RCL DISPLAY LIMITED,M100RLC4 - LCD,80009013,default,,,,,,
F8VB-14A624-AB,TE CONNECTIVITY LTD,CONNECTOR-J1 P,80016666,default,,,,,,
F8VF-14A640-BA,OMRON AUTOMOTIVE ELECTRONICS,RELAY,OMRON,G8QN,80018207,default,,,,
FDA803D-EHT,ST MICROELECTRONICS NV,45W CLS D DIG INP PWR AM,80021884,default,,,,,,
FTSH10501LDVKP,SAMTEC INC,HEADER 10POS SMT 0.05,80005066,default,,,,,,
GCE188R72A223KA01,MURATA MANUFACTURING CO LTD,CAP 22000PF 10% 100VDC 0,80027755,default,,,,,,
GCJ188R71H102MA01,MURATA MANUFACTURING CO LTD,CAP 1000PF 20% 50VDC 060,80027755,default,,,,,,
GCJ188R72A104KA01,MURATA MANUFACTURING CO LTD,CAP 0.10UF 10% 100VDC 06,80027755,default,,,,,,
GCM0335C1E180JA16,MURATA MANUFACTURING CO LTD,CAP 18PF 5% 25VDC 0201(0,80027755,default,,,,,,
GCM0335C1E270JA16,MURATA MANUFACTURING CO LTD,CAP 27PF 5% 25VDC 0201(0,80027755,default,,,,,,
GCM0335C1H150FA16,MURATA MANUFACTURING CO LTD,CAP 15PF 1% 50VDC,80027755,default,,,,,,
GCM0335C1HR50BA16,MURATA MANUFACTURING CO LTD,CAP 0.50PF +/-0.1PF,80027755,default,,,,,,
GCM033R71E821KA03,MURATA MANUFACTURING CO LTD,CAP 820PF 10% 25VDC,80027755,default,,,,,,
HHXB350GRA101MHA0G,UNITED CHEMICON,CAPACITOR ELECTROLYTIC,80012126,default,,,,,,
HHXB350GRA271MJA0G,UNITED CHEMICON,CAPACITOR ELECTROLYTIC,80012126,default,,,,,,
K100009B-F0Z000,VISHAY,RES-WW 0OHM,,,3900PPM/C,80004877,default,,,
K100009B-FCZ000,KOA CORPORATION,RES-TF 0R,,,,155.0C,201,80004924,default,
K100009B-FKZ000,DIGI-KEY,RES-TF 0R,,500.0MW,,155,80004877,default,,
K110013B-FCM001,KOA CORPORATION,RES-TF 10R,1%,50.0MW,20,80004924,default,,,
K110013C-FCM001,KOA CORPORATION,PRECISION THICK FILM CH,80004924,default,,,,,,
K110043B-FCM001,KOA CORPORATION,RES-TF 10K,1%,50.0MW,20,80004924,default,,,
K110045B-FCM002,ARROW ELECTRONICS INC,RES-TF 10K,5%,50.0MW,20,80004924,default,,,
K110045B-FCM002,KOA CORPORATION,RES-TF 10K,5%,50.0MW,20,80004924,default,,,
K110053B-FCM001,KOA CORPORATION,RES-TF 100K,1%,50.0MW,2,80004924,default,,,
K110065B-FCM001,KOA CORPORATION,RES-TF 1M,5%,50.0MW,200,80004924,default,,,
K110065B-FCM001,TTI,RES-TF 1M,5%,50.0MW,200,80004924,default,,,
K110065C-FCM001,KOA CORPORATION,THICK FILM CHIP RESISTOR,80004924,default,,,,,,
K110065C-FCM001,TTI,THICK FILM CHIP RESISTOR,80004924,default,,,,,,
K112033B-FCM001,KOA CORPORATION,RES-TF 1.2K,1%,50.0MW,2,80004924,default,,,
K112033C-FCM001,ARROW ELECTRONICS INC,PRECISION THICK FILM CH,80000435,default,,,,,,
K112033C-FCM001,KOA CORPORATION,PRECISION THICK FILM CH,80004924,default,,,,,,
K112053B-FCM001,KOA CORPORATION,RES-TF 120K,1%,50.0MW,2,80004924,default,,,
K112063B-FCM001,KOA CORPORATION,RES-TF 1.2M,1%,50.0MW,2,80004924,default,,,
K115033B-FCM001,KOA CORPORATION,RES-TF 1.5K,1%,50.0MW,2,80004924,default,,,
K115043B-FCM001,KOA CORPORATION,RES-TF 15K,1%,50.0MW,20,80004924,default,,,
K115053B-FCM001,KOA CORPORATION,RES-TF 150K,1%,50.0MW,2,80004924,default,,,
K115053C-FCM001,KOA CORPORATION,PRECISION THICK FILM CH,80004924,default,,,,,,
K116043B-FCM001,KOA CORPORATION,RES-TF 16K,1%,50.0MW,20,80004924,default,,,
K116053B-FCM001,KOA CORPORATION,RES-TF ,,,,,,80004924,default,
K116933B-FCM001,KOA CORPORATION,RES-TF 1.69K,1%,50.0MW,,80004924,default,,,
K118015C-FCM001,ARROW ELECTRONICS INC,THICK FILM CHIP RESISTOR,80004924,default,,,,,,
K118015C-FCM001,KOA CORPORATION,THICK FILM CHIP RESISTOR,80004924,default,,,,,,
K120023B-FCM000,ARROW ELECTRONICS INC,RES-TF 200R,1%,50.0MW,2,80004924,default,,,
K120033B-FCM001,KOA CORPORATION,RES-TF 2K,1%,50.0MW,200,80004924,default,,,
K120033C-FCM001,KOA CORPORATION,2K OHMS 50MW 0201 +/-1%,80004924,default,,,,,,
K120043C-FCM001,KOA CORPORATION,PRECISION THICK FILM CH,80004924,default,,,,,,
K122023B-FCM001,KOA CORPORATION,RES-TF 220R,1%,50.0MW,20,80004924,default,,,
K122035B-FCM000,KOA CORPORATION,RES-TF 2.2K,5%,50.0MW,2,80004924,default,,,
K124023B-FCM001,KOA CORPORATION,RES-TF 240R,1%,50.0MW,2,80004924,default,,,
K124933B-FCM001,KOA CORPORATION,RES-TF 2.49K,1%,50.0MW,,80004924,default,,,
K124933B-FCM001,TTI,RES-TF 2.49K,1%,50.0MW,,80004924,default,,,
K124933C-FCM001,KOA CORPORATION,PRECISION THICK FILM CH,80004924,default,,,,,,
K133013B-FCM001,KOA CORPORATION,RES-TF 2.49K,1%,50.0MW,,80004924,default,,,
K137423B-FCM001,KOA CORPORATION,RES-TF 374R,1%,50.0MW,2,80004924,default,,,
K140233B-FCM001,KOA CORPORATION,RES-TF 4.02K,1%,50.0MW,,80004924,default,,,
K143013B-FCM000,KOA CORPORATION,RES-TF 43R,1%,50.0W,200,80004924,default,,,
K143213C-FCM001,KOA CORPORATION,RES-TF 43.2R,1%,50.0MW,,80004924,default,,,
K147035B-FCM002,ARROW ELECTRONICS INC,RES-TF 4.7K,5%,,200PPM/,80004924,default,,,
K147035B-FCM002,KOA CORPORATION,RES-TF 4.7K,5%,,200PPM/,80004924,default,,,
K149913B-FCM001,KOA CORPORATION,RES-TF 49.9R,1%,50.0MW,,80004924,default,,,
K160443B-FCM001,ARROW ELECTRONICS INC,RES-TF 60.4K,1%,50.0MW,,80004924,default,,,
K160443B-FCM001,HARD TO FIND INTERNATIONAL,RES-TF 60.4K,1%,50.0MW,,80004924,default,,,
K160443B-FCM001,KOA CORPORATION,RES-TF 60.4K,1%,50.0MW,,80004924,default,,,
K168023B-FCM001,KOA CORPORATION,RES-TF 680R,1%,50.0MW,2,80004924,default,,,
K168023C-FCM001,ARROW ELECTRONICS INC,PRECISION THICK FILM CH,80000435,default,,,,,,
K168023C-FCM001,KOA CORPORATION,PRECISION THICK FILM CH,80004924,default,,,,,,
K168035C-FCM001,ARROW ELECTRONICS INC,THICK FILM CHIP RESISTO,80000435,default,,,,,,
K168035C-FCM001,KOA CORPORATION,THICK FILM CHIP RESISTO,80004924,default,,,,,,
K171543C-FCM001,KOA CORPORATION,PRECISION THICK FILM CHI,80004924,default,,,,,,
K190943B-FCM001,KOA CORPORATION,RES-TF 90.9K,1%,50.0MW,,80004924,default,,,
K190943C-FCM001,ARROW ELECTRONICS INC,PRECISION THICK FILM,80000435,default,,,,,,
K210043D-FJA001,MURATA MANUFACTURING CO LTD,CAP-CERM 10PF,1%,50V,CO,80004846,default,,,
K210044D-FJA001,MOUSER ELECTRONICS,CAP-CERM 10PF,2%,50V,CO,80004846,default,,,
K210044D-FJA001,MURATA MANUFACTURING CO LTD,CAP-CERM 10PF,2%,50V,CO,80004846,default,,,
K210136D-FJA001,MURATA MANUFACTURING CO LTD,CAP MLCC C0G (EIA) 100,80004846,default,,,,,,
K210146D-FJA002,MURATA MANUFACTURING CO LTD,CAP MLCC C0G (EIA) 100PF,80004846,default,,,,,,
K210166D-FJA001,VAL TECHNOLOGIES, INC,CAP MLCC C0G (EIA) 100PF,80004846,default,,,,,
K210237D-FKA001,MURATA MANUFACTURING CO LTD,CAP MLCC X7R (EIA) 1000,80004846,default,,,,,,
K210246D-FJA001,ARROW ELECTRONICS INC,CAP MLCC C0G (EIA) 1000,80004846,default,,,,,,
K210246D-FJA001,MURATA MANUFACTURING CO LTD,CAP MLCC C0G (EIA) 1000,80004846,default,,,,,,
K210247D-FKA001,ARROW ELECTRONICS INC,CAP MLCC X7R (EIA) 1000,80004846,default,,,,,,
K210247D-FKA001,MOUSER ELECTRONICS,CAP MLCC X7R (EIA) 1000,80004846,default,,,,,,
K210247D-FKA001,MURATA MANUFACTURING CO LTD,CAP MLCC X7R (EIA) 1000,80004846,default,,,,,,
K210317D-FKA001,MOUSER ELECTRONICS,CAP MLCC X7R (EIA) 1000,80004846,default,,,,,,
K210317D-FKA001,MURATA MANUFACTURING CO LTD,CAP MLCC X7R (EIA) 1000,80004846,default,,,,,,
K210327D-FKA001,MURATA MANUFACTURING CO LTD,CAP MLCC X7R (EIA) 1000,80004846,default,,,,,,
K210327D-FKA001,MURATA MANUFACTURING CO LTD,CAP MLCC X7R (EIA) 1000,80004846,default,,,,,,
K210347B-FKAAAA,KEMET CORPORATION,CAP-CERM 10NF,10%,50V,X,80004891,default,,,
K210407B-FKFAAC,MURATA MANUFACTURING CO LTD,CAP-CERM 100NF,10%,6.3V,,80004846,default,,,
K210407D-FKD001,MOUSER ELECTRONICS,CAP MLCC X6S (EIA) 0.10F,80004846,default,,,,,,
K210407D-FKD001,MURATA MANUFACTURING CO LTD,CAP MLCC X6S (EIA) 0.10F,80004846,default,,,,,,
K210417D-FKD001,MURATA MANUFACTURING CO LTD,CAP MLCC X6S (EIA) 0.10U,80004846,default,,,,,,
K210427D-FKA001,MOUSER ELECTRONICS,CAP MLCC X7R (EIA) 0.10,80004846,default,,,,,,
K210427D-FKA001,MURATA MANUFACTURING CO LTD,CAP MLCC X7R (EIA) 0.10,80004846,default,,,,,,
K210427D-FKD001,MURATA MANUFACTURING CO LTD,CAP MLCC X6S (EIA) 0.10,80004846,default,,,,,,
K210427D-FKE001,MURATA MANUFACTURING CO LTD,CAP 0.10UF 0.1 16VDC 02,80004846,default,,,,,,
K210427D-FKE001,VAL TECHNOLOGIES, INC,CAP 0.10UF 0.1 16VDC 02,80004846,default,,,,,
K210437D-FKA002,MOUSER ELECTRONICS,CAP 0.10UF 0.1 25VDC 02,80004846,default,,,,,,
K210437D-FKA002,MURATA MANUFACTURING CO LTD,CAP 0.10UF 0.1 25VDC 02,80004846,default,,,,,,
K210437D-FKA002,VAL TECHNOLOGIES, INC,CAP 0.10UF 0.1 25VDC 02,80004846,default,,,,,
K210437D-FKD001,MURATA MANUFACTURING CO LTD,CAP MLCC X6S (EIA) 0.10,80004846,default,,,,,,
K210437D-FKD001,VAL TECHNOLOGIES, INC,CAP MLCC X6S (EIA) 0.10,80004846,default,,,,,
K210438D-FKD001,MURATA MANUFACTURING CO LTD,CAP MLCC X6S (EIA) 0.10,80004846,default,,,,,,
K210447D-FKA001,MURATA MANUFACTURING CO LTD,CAP MLCC X7R (EIA) 0.10,80004846,default,,,,,,
K210447D-FKA001,VAL TECHNOLOGIES, INC,CAP MLCC X7R (EIA) 0.10,80004846,default,,,,,
K210457D-FKD001,MURATA MANUFACTURING CO LTD,CAP MLCC X6S (EIA) 0.10F,80004846,default,,,,,,
K210457D-FKD001,VAL TECHNOLOGIES, INC,CAP MLCC X6S (EIA) 0.10F,80004846,default,,,,,
K210507B-FKAAAD,HARD TO FIND INTERNATIONAL,CAP MLCC X7R (EIA) 1.0UF,80004846,default,,,,,,
K210507B-FKAAAD,MURATA MANUFACTURING CO LTD,CAP MLCC X7R (EIA) 1.0UF,80004846,default,,,,,,
K210507B-FKAAAD,MURATA MANUFACTURING CO LTD,CAP MLCC X7R (EIA) 1.0UF,80004846,default,,,,,,
K210507B-FKEAAD,MOUSER ELECTRONICS,P552 CAP 1UF,10%,6.3V,X5,80034477,default,,,
K210507B-FKEAAD,MURATA MANUFACTURING CO LTD,P552 CAP 1UF,10%,6.3V,X5,80034477,default,,,
K210507B-FKEAAD,TAIYO YUDEN,P552 CAP 1UF,10%,6.3V,X5,80034477,default,,,
K210507D-FKD001,MOUSER ELECTRONICS,CAP MLCC X6S (EIA) 1.0UF,80004846,default,,,,,,
K210507D-FKD001,MURATA MANUFACTURING CO LTD,CAP MLCC X6S (EIA) 1.0UF,80004846,default,,,,,,
K210508D-FKE001,MOUSER ELECTRONICS,1.0UF 6.3V 0201 X5R 20%,80004846,default,,,,,,
K210508D-FKE001,MURATA MANUFACTURING CO LTD,1.0UF 6.3V 0201 X5R 20%,80004846,default,,,,,,
K210508D-FKG000,MURATA MANUFACTURING CO LTD,CAP-CERM 1UF,20%,6.3V,X7,80004846,default,,,
K210517B-FKEAAD,MURATA MANUFACTURING CO LTD,CAP-CERM 1UF,10%,10V,X5R,80026124,default,,,
K210517B-FKEAAD,TAIYO YUDEN,CAP-CERM 1UF,10%,10V,X5R,80026124,default,,,
K210527B-FKDAAD,MURATA MANUFACTURING CO LTD,CAP MLCC X6S (EIA) 1.0UF,80004846,default,,,,,,
K210527B-FKDAAD,MURATA MANUFACTURING CO LTD,CAP MLCC X6S (EIA) 1.0UF,80004846,default,,,,,,
K210537B-FKEAAD,MURATA MANUFACTURING CO LTD,CAP 1.0UF 0.1 25VDC 0402,80004846,default,,,,,,
K210537D-FKA003,MURATA MANUFACTURING CO LTD,CAP MLCC X7R (EIA) 1.0,80004846,default,,,,,,
K210537D-FKA003,MURATA MANUFACTURING CO LTD,CAP MLCC X7R (EIA) 1.0,80004846,default,,,,,,
K210537D-FKD001,ARCADIA COMPONENTS, LLC,CAP MLCC X6S (EIA) 1.0UF,80004846,default,,,,,
K210537D-FKD001,MURATA MANUFACTURING CO LTD,CAP MLCC X6S (EIA) 1.0UF,80004846,default,,,,,,
K210537D-FKD002,ARROW ELECTRONICS INC,CAP MLCC X6S (EIA) 1.0UF,80004846,default,,,,,,
K210537D-FKD002,MOUSER ELECTRONICS,CAP MLCC X6S (EIA) 1.0UF,80004846,default,,,,,,
K210537D-FKD002,MURATA MANUFACTURING CO LTD,CAP MLCC X6S (EIA) 1.0UF,80004846,default,,,,,,
K210607B-FKEAAB,TAIYO YUDEN,CAP-CERM 10UF,10%,6.3V,X,80034477,default,,,
K210608B-FKEAAA,DIGI-KEY,CAP-CERM 10UF,20%,6.3V,,80034477,default,,,
K210608B-FKEAAA,MURATA MANUFACTURING CO LTD,CAP-CERM 10UF,20%,6.3V,,80034477,default,,,
K210608B-FKEAAA,TAIYO YUDEN,CAP-CERM 10UF,20%,6.3V,,80034477,default,,,
K210627B-FKEABB,TAIYO YUDEN,CD4-P415 CAP 10UF10%,16V,80034477,default,,,,,
K210627D-FKE001,MURATA MANUFACTURING CO LTD,CAP 10UF 0.1 16VDC 0805,80004846,default,,,,,,
K210627D-FKE002,MURATA MANUFACTURING CO LTD,CAP 10UF 0.1 16VDC 0603,80004846,default,,,,,,
K210628B-FKDAAA,ADVANCED MP TECHNOLOGY INC,CAP-CERM 10UF,20%,16V,X,80004846,default,,,
K210628B-FKDAAA,MOUSER ELECTRONICS,CAP-CERM 10UF,20%,16V,X,80004846,default,,,
K210628B-FKDAAA,MURATA MANUFACTURING CO LTD,CAP-CERM 10UF,20%,16V,X,80004846,default,,,
K210628B-FKDAAA,MURATA MANUFACTURING CO LTD,CAP-CERM 10UF,20%,16V,X,80004846,default,,,
K210638B-FKEAAA,DIGI-KEY,CAP-CERM 10UF,20%,25V,X,80004846,default,,,
K210638B-FKEAAA,MURATA MANUFACTURING CO LTD,CAP-CERM 10UF,20%,25V,X,80004846,default,,,
K210647B-FKFAAJ,TAIYO YUDEN,CAP-CERM 10UF,10%,50V,X7,80034477,default,,,
K210647D-FKF001,MURATA MANUFACTURING CO LTD,CAP 10UF 10% 50VDC,80004846,default,,,,,,
K210647D-FKF001,VAL TECHNOLOGIES, INC,CAP 10UF 10% 50VDC,80004846,default,,,,,
K21093AD-FJA001,MURATA MANUFACTURING CO LTD,CAP-CERM 1PF,0.10%,25V,C,80004846,default,,,
K21093AD-FJA001,VAL TECHNOLOGIES, INC,CAP-CERM 1PF,0.10%,25V,C,80004846,default,,
K212036D-FJA001,MOUSER ELECTRONICS,CAP MLCC C0G (EIA) 12PF,80004846,default,,,,,,
K212036D-FJA001,MURATA MANUFACTURING CO LTD,CAP MLCC C0G (EIA) 12PF,80004846,default,,,,,,
K213043D-FJA001,MURATA MANUFACTURING CO LTD,CAP-CERM 13PF,1%,50V,CO,80004846,default,,,
K215043D-FJA001,MURATA MANUFACTURING CO LTD,CAP-CERM 15PF,1%,50V,CO,80004846,default,,,
K215247D-FKA001,MURATA MANUFACTURING CO LTD,CAP MLCC X7R (EIA) 1500,80004846,default,,,,,,
K218036D-FJA001,MURATA MANUFACTURING CO LTD,CAP-CERM 18PF,5%,25V,CO,80004846,default,,,
K218036D-FJA001,VAL TECHNOLOGIES, INC,CAP-CERM 18PF,5%,25V,CO,80004846,default,,
K21893AD-FJA001,MURATA MANUFACTURING CO LTD,CAP-CERM 1.8PF,0.10%,25V,80004846,default,,,,
K22093AD-FJA001,MURATA MANUFACTURING CO LTD,CAP-CERM 2PF,0.10%,25V,C,80004846,default,,,
K222046D-FJA002,ARROW ELECTRONICS INC,CAP MLCC C0G (EIA) 22PF,80004846,default,,,,,,
K222046D-FJA002,MURATA MANUFACTURING CO LTD,CAP MLCC C0G (EIA) 22PF,80004846,default,,,,,,
K222407D-FKD002,MOUSER ELECTRONICS,CAP MLCC X6S (EIA) 0.22U,80004846,default,,,,,,
K222407D-FKD002,MURATA MANUFACTURING CO LTD,CAP MLCC X6S (EIA) 0.22U,80004846,default,,,,,,
K222407D-FKD003,MURATA MANUFACTURING CO LTD,CAP-CERM 220NF,10%,6.3V,,80004846,default,,,
K222427D-FKA001,MURATA MANUFACTURING CO LTD,CAP MLCC X7R (EIA) 0.22,80004846,default,,,,,,
K222507D-FKD001,MURATA MANUFACTURING CO LTD,CAP MLCC X6S (EIA) 2.2UF,80004846,default,,,,,,
K222517B-FKDAAD,DIGI-KEY,CAP MLCC X6S (EIA) 2.2UF,80004846,default,,,,,,
K222517B-FKDAAD,MURATA MANUFACTURING CO LTD,CAP MLCC X6S (EIA) 2.2UF,80004846,default,,,,,,
K222527D-FKD001,MURATA MANUFACTURING CO LTD,CAP MLCC X6S (EIA) 2.2UF,80004846,default,,,,,,
K222537D-FKAA01,ARCADIA COMPONENTS, LLC,CAP-CERM 2.2UF,10%,25V,X,80004846,default,,
K222608B-FKDAAA,MURATA MANUFACTURING CO LTD,CAP-CERM 22UF,20%,6.3V,,80004846,default,,,
K222608B-FKDAAA,MURATA MANUFACTURING CO LTD,CAP-CERM 22UF,20%,6.3V,,80004846,default,,,
K222608B-FKDAAA,VAL TECHNOLOGIES, INC,CAP-CERM 22UF,20%,6.3V,,80004846,default,,
K222608B-FKEABA,TAIYO YUDEN,CAP-CERM 22UF,20%,6.3V,X,80034477,default,,,
K222608B-FKEABB,TAIYO YUDEN,CAP-CERM 22UF,20%,6.3V,X,80034477,default,,,
K222608D-FKD000,MOUSER ELECTRONICS,CAP-CERM 22UF,20%,6.3V,X,80004846,default,,,
K222608D-FKD000,MURATA MANUFACTURING CO LTD,CAP-CERM 22UF,20%,6.3V,X,80004846,default,,,
K222618B-FKDAAB,DIGI-KEY,CAP-CERM 22UF,20%,10V,X,80027755,default,,,
K222618B-FKDAAB,MURATA MANUFACTURING CO LTD,CAP-CERM 22UF,20%,10V,X,80027755,default,,,
K222618B-FKDAAB,MURATA MANUFACTURING CO LTD,CAP-CERM 22UF,20%,10V,X,80027755,default,,,
K222627B-FKDABF,MURATA MANUFACTURING CO LTD,CAP-CERM 22UF,10%,16V,X6,80004846,default,,,
K222627B-FKE001,MURATA MANUFACTURING CO LTD,CAP-CERM 22UF,10%,16V,X,80004846,default,,,
K222628B-FKDABF,MURATA MANUFACTURING CO LTD,CAP-CERM 22UF,20%,16V,,,80004846,default,,
K222628B-FKEAAB,DIGI-KEY,CAP 22UF 0.2 16VDC 0805,80004846,default,,,,,,
K222628B-FKEAAB,MOUSER ELECTRONICS,CAP 22UF 0.2 16VDC 0805,80004846,default,,,,,,
K222628B-FKEAAB,MURATA MANUFACTURING CO LTD,CAP 22UF 0.2 16VDC 0805,80004846,default,,,,,,
K227036D-FJA001,MURATA MANUFACTURING CO LTD,CAP-CERM 27PF,5%,25V,CO,80004846,default,,,
K23084BD-FJA001,MURATA MANUFACTURING CO LTD,CAP-CERM 0.3PF,16.66%,5,80004846,default,,,,
K23084BD-FJA001,VAL TECHNOLOGIES, INC,CAP-CERM 0.3PF,16.66%,5,80004846,default,,,
K23093AD-FJA001,MURATA MANUFACTURING CO LTD,CAP-CERM 3PF,0.10%,25V,C,80004846,default,,,
K233147D-FKA001,MURATA MANUFACTURING CO LTD,CAP MLCC X7R (EIA) 330PF,80004846,default,,,,,,
K233227D-FKA001,MURATA MANUFACTURING CO LTD,CAP-CERM 3.3NF,10%,16V,,80004846,default,,,
K233247D-FKA001,ARROW ELECTRONICS INC,CAP MLCC X7R (EIA),80004846,default,,,,,,
K233247D-FKA001,MOUSER ELECTRONICS,CAP MLCC X7R (EIA),80004846,default,,,,,,
K233247D-FKA001,MURATA MANUFACTURING CO LTD,CAP MLCC X7R (EIA),80004846,default,,,,,,
K233347B-FKA001,MURATA MANUFACTURING CO LTD,CAP-CERM ,,,,,,80004846,default,
K233407D-FKD001,MURATA MANUFACTURING CO LTD,CAP MLCC X6S (EIA) 0.33,80004846,default,,,,,,
